"Date","Price","Open","High","Low","Vol.","Change %"
"28-06-2024","17.89","19.10","19.18","17.55","2.01B","-3.40%"
"27-06-2024","18.52","18.25","18.70","18.00","1.52B","2.77%"
"26-06-2024","18.02","17.24","18.47","17.22","1.52B","4.83%"
"25-06-2024","17.19","17.45","17.50","17.15","664.33M","-0.41%"
"24-06-2024","17.26","16.99","17.34","16.86","946.45M","0.70%"
"21-06-2024","17.14","16.61","17.28","16.54","1.75B","3.69%"
"20-06-2024","16.53","16.97","16.97","16.45","745.42M","-2.30%"
"19-06-2024","16.92","17.00","17.39","16.36","1.56B","0.42%"
"18-06-2024","16.85","16.99","17.03","16.48","804.34M","0.72%"
"14-06-2024","16.73","16.30","16.85","16.06","1.10B","4.11%"
"13-06-2024","16.07","16.73","16.74","16.00","731.99M","-2.19%"
"12-06-2024","16.43","16.30","16.70","16.24","1.04B","1.48%"
"11-06-2024","16.19","15.95","16.32","15.61","1.17B","2.40%"
"10-06-2024","15.81","15.96","16.35","15.76","1.09B","-0.25%"
"07-06-2024","15.85","15.05","16.05","14.90","1.25B","5.67%"
"06-06-2024","15.00","15.15","15.40","14.85","853.28M","1.01%"
"05-06-2024","14.85","13.65","15.05","13.30","1.58B","12.50%"
"04-06-2024","13.20","15.70","15.70","12.05","3.01B","-17.50%"
"03-06-2024","16.00","16.40","16.40","15.65","1.33B","4.92%"
"31-05-2024","15.25","14.75","15.45","14.65","1.91B","4.45%"
"30-05-2024","14.60","14.85","15.05","14.50","1.10B","-1.35%"
"29-05-2024","14.80","14.45","14.90","14.40","592.92M","1.72%"
"28-05-2024","14.55","15.05","15.10","14.50","668.78M","-3.32%"
"27-05-2024","15.05","15.20","15.45","14.90","963.24M","-0.33%"
"24-05-2024","15.10","14.25","15.70","14.20","3.05B","7.47%"
"23-05-2024","14.05","13.50","14.10","13.45","975.68M","4.07%"
"22-05-2024","13.50","13.65","13.80","13.45","363.22M","-0.37%"
"21-05-2024","13.55","13.55","13.75","13.35","652.18M","1.88%"
"18-05-2024","13.30","13.35","13.40","13.20","56.82M","0.38%"
"17-05-2024","13.25","13.15","13.65","13.05","630.73M","0.76%"
"16-05-2024","13.15","13.25","13.40","12.95","455.94M","-0.38%"
"15-05-2024","13.20","13.35","13.40","13.10","399.41M","-0.38%"
"14-05-2024","13.25","12.70","13.30","12.65","745.06M","5.16%"
"13-05-2024","12.60","12.60","12.70","12.30","357.35M","-0.79%"
"10-05-2024","12.70","12.70","12.80","12.45","375.48M","0.40%"
"09-05-2024","12.65","12.75","13.00","12.60","643.89M","-0.39%"
"08-05-2024","12.70","12.45","12.85","12.35","637.43M","2.42%"
"07-05-2024","12.40","12.85","12.90","12.10","1.30B","-3.13%"
"06-05-2024","12.80","13.25","13.30","12.75","688.68M","-3.03%"
"03-05-2024","13.20","13.30","13.50","13.00","844.18M","0.00%"
"02-05-2024","13.20","13.25","13.50","13.10","808.54M","0.00%"
"30-04-2024","13.20","13.50","13.55","13.15","954.95M","-1.86%"
"29-04-2024","13.45","14.00","14.30","13.40","1.33B","-3.93%"
"26-04-2024","14.00","13.65","14.20","12.70","3.87B","0.72%"
"25-04-2024","13.90","11.80","14.40","11.80","8.45B","6.11%"
"24-04-2024","13.10","13.75","13.95","13.00","1.63B","-9.03%"
"23-04-2024","14.40","13.00","14.75","12.95","2.72B","11.63%"
"22-04-2024","12.90","12.40","13.05","12.10","1.68B","0.00%"
"19-04-2024","12.90","12.90","13.30","12.85","721.59M","-2.27%"
"18-04-2024","13.20","13.10","13.55","13.10","791.87M","1.93%"
"16-04-2024","12.95","12.85","13.20","12.55","1.22B","-1.52%"
"15-04-2024","13.15","13.00","13.40","12.75","776.60M","1.54%"
"12-04-2024","12.95","12.65","13.25","12.20","1.13B","0.00%"
"10-04-2024","12.95","12.80","13.20","12.65","512.31M","0.39%"
"09-04-2024","12.90","13.20","13.35","12.85","364.11M","-1.90%"
"08-04-2024","13.15","13.90","13.90","12.90","770.44M","-1.13%"
"05-04-2024","13.30","13.35","13.55","12.95","690.38M","-0.37%"
"04-04-2024","13.35","14.00","14.10","13.05","921.81M","-1.48%"
"03-04-2024","13.55","13.20","14.00","13.15","496.51M","0.74%"
"02-04-2024","13.45","13.95","14.15","13.35","372.67M","-3.93%"
"01-04-2024","14.00","13.35","14.25","13.15","469.72M","5.66%"
"28-03-2024","13.25","13.30","13.55","13.15","261.80M","-0.38%"
"27-03-2024","13.30","13.30","13.60","13.25","244.15M","0.00%"
"26-03-2024","13.30","13.40","13.50","13.15","277.73M","0.00%"
"22-03-2024","13.30","12.80","13.60","12.75","468.50M","3.91%"
"21-03-2024","12.80","12.85","13.05","12.75","156.39M","0.39%"
"20-03-2024","12.75","12.80","12.90","12.40","273.29M","-0.78%"
