"Date","Price","Open","High","Low","Vol.","Change %"
"28-06-2019","12.15","12.30","12.40","12.05","36.56M","-1.62%"
"27-06-2019","12.35","12.30","12.65","12.15","156.19M","0.00%"
"26-06-2019","12.35","12.05","12.45","12.00","50.15M","2.07%"
"25-06-2019","12.10","12.00","12.30","11.85","34.91M","0.00%"
"24-06-2019","12.10","12.15","12.25","11.95","36.86M","-0.41%"
"21-06-2019","12.15","11.90","12.40","11.75","71.98M","2.10%"
"20-06-2019","11.90","11.30","11.95","11.25","33.26M","4.39%"
"19-06-2019","11.40","11.95","12.25","11.10","50.45M","-4.60%"
"18-06-2019","11.95","12.00","12.10","11.80","37.19M","-1.24%"
"17-06-2019","12.10","12.45","12.45","12.00","34.32M","-3.20%"
"14-06-2019","12.50","12.85","12.90","12.30","35.80M","-3.10%"
"13-06-2019","12.90","12.80","13.05","12.75","32.45M","0.39%"
"12-06-2019","12.85","13.15","13.20","12.80","22.81M","-2.28%"
"11-06-2019","13.15","12.95","13.25","12.60","43.37M","2.73%"
"10-06-2019","12.80","13.30","13.55","12.65","49.80M","-4.48%"
"07-06-2019","13.40","13.45","13.55","13.20","35.14M","-0.37%"
"06-06-2019","13.45","13.90","14.00","13.20","69.43M","-2.89%"
"04-06-2019","13.85","14.05","14.40","13.80","64.19M","-1.07%"
"03-06-2019","14.00","13.95","14.15","13.80","55.03M","0.36%"
"31-05-2019","13.95","13.60","14.05","13.45","151.17M","4.89%"
"30-05-2019","13.30","13.20","13.65","12.95","273.54M","0.76%"
"29-05-2019","13.20","13.70","13.75","13.15","50.74M","-3.30%"
"28-05-2019","13.65","13.05","13.80","13.00","170.05M","4.60%"
"27-05-2019","13.05","12.65","13.25","12.60","99.54M","1.56%"
"24-05-2019","12.85","12.85","13.25","12.55","91.58M","0.78%"
"23-05-2019","12.75","12.30","13.00","12.25","132.69M","4.94%"
"22-05-2019","12.15","11.85","12.30","11.50","133.50M","2.97%"
"21-05-2019","11.80","12.60","12.65","11.70","94.31M","-5.98%"
"20-05-2019","12.55","12.25","13.00","11.80","137.71M","5.91%"
"17-05-2019","11.85","12.40","12.45","11.60","180.98M","-2.87%"
"16-05-2019","12.20","13.00","13.00","12.05","161.98M","-5.43%"
"15-05-2019","12.90","14.05","14.15","12.80","148.79M","-7.86%"
"14-05-2019","14.00","14.45","14.55","13.00","243.25M","-3.11%"
"13-05-2019","14.45","14.05","15.00","14.05","200.28M","2.85%"
"10-05-2019","14.05","14.30","14.30","13.55","229.06M","-1.75%"
"09-05-2019","14.30","14.20","14.50","13.95","157.92M","0.00%"
"08-05-2019","14.30","15.40","15.40","13.65","240.36M","-8.33%"
"07-05-2019","15.60","16.40","16.60","15.50","36.75M","-4.59%"
"06-05-2019","16.35","17.15","17.15","16.25","45.84M","1.24%"
"03-05-2019","16.15","16.25","16.50","15.90","26.63M","-0.31%"
"02-05-2019","16.20","15.35","16.55","15.15","62.64M","4.85%"
"30-04-2019","15.45","16.10","16.20","15.25","33.73M","-4.92%"
"26-04-2019","16.25","16.75","16.85","16.05","35.36M","-3.56%"
"25-04-2019","16.85","16.75","17.25","16.30","69.22M","-1.75%"
"24-04-2019","17.15","17.25","17.75","17.00","52.63M","0.59%"
"23-04-2019","17.05","17.15","17.25","16.85","34.26M","-0.58%"
"22-04-2019","17.15","17.35","17.40","16.85","55.10M","-0.58%"
"18-04-2019","17.25","18.10","18.15","16.95","73.20M","-3.90%"
"16-04-2019","17.95","17.00","18.15","16.75","119.86M","5.59%"
"15-04-2019","17.00","16.05","17.35","15.80","73.47M","5.92%"
"12-04-2019","16.05","16.30","16.45","15.90","42.48M","-1.23%"
"11-04-2019","16.25","16.40","16.45","15.90","47.80M","-0.61%"
"10-04-2019","16.35","17.05","17.15","16.30","67.26M","-3.54%"
"09-04-2019","16.95","17.50","17.70","16.80","57.01M","-2.02%"
"08-04-2019","17.30","16.70","17.45","16.55","109.45M","6.13%"
"05-04-2019","16.30","15.05","16.70","15.05","163.07M","7.59%"
"04-04-2019","15.15","15.90","15.95","14.90","115.06M","-4.72%"
"03-04-2019","15.90","16.45","16.95","15.80","61.98M","-5.07%"
"02-04-2019","16.75","17.90","17.90","16.60","61.66M","-5.63%"
"01-04-2019","17.75","18.25","18.25","17.65","44.37M","-2.74%"
"29-03-2019","18.25","17.95","20.45","17.75","213.97M","4.17%"
"28-03-2019","17.52","17.24","18.12","17.06","207.56M","1.80%"
"27-03-2019","17.21","17.67","17.85","17.09","87.06M","-3.75%"
"26-03-2019","17.88","18.27","18.39","17.73","66.70M","-2.13%"
"25-03-2019","18.27","19.39","19.39","18.15","88.44M","-6.07%"
"22-03-2019","19.45","19.99","20.11","19.27","79.82M","-2.70%"
"20-03-2019","19.99","19.33","20.23","17.88","215.01M","3.25%"
"19-03-2019","19.36","19.54","19.69","18.84","38.72M","-0.77%"
"18-03-2019","19.51","20.51","20.60","19.33","34.17M","-4.88%"
"15-03-2019","20.51","20.51","20.69","20.32","27.01M","0.44%"
"14-03-2019","20.42","20.54","20.78","20.23","28.70M","-0.44%"
"13-03-2019","20.51","20.81","21.32","20.20","91.62M","-0.73%"
"12-03-2019","20.66","20.84","20.99","20.32","64.08M","0.00%"
"11-03-2019","20.66","19.78","20.96","19.69","75.80M","5.09%"
"08-03-2019","19.66","19.33","19.78","19.15","49.04M","1.71%"
"07-03-2019","19.33","19.09","19.99","18.91","108.57M","2.38%"
"06-03-2019","18.88","18.12","19.27","18.06","95.12M","4.89%"
"05-03-2019","18.00","18.06","18.42","17.88","48.98M","-0.33%"
"01-03-2019","18.06","18.36","18.39","17.88","44.70M","0.00%"
"28-02-2019","18.06","17.88","18.33","17.85","68.13M","1.18%"
"27-02-2019","17.85","18.12","18.45","17.76","28.66M","-0.83%"
"26-02-2019","18.00","18.24","18.36","17.64","35.60M","-2.28%"
"25-02-2019","18.42","18.30","18.72","18.24","37.02M","0.49%"
"22-02-2019","18.33","18.84","18.97","18.21","37.89M","-2.08%"
"21-02-2019","18.72","18.45","18.84","18.27","52.00M","1.30%"
"20-02-2019","18.48","18.30","18.66","18.09","33.26M","0.98%"
"19-02-2019","18.30","18.39","18.84","18.03","32.87M","-1.13%"
"18-02-2019","18.51","18.36","18.66","18.00","24.55M","2.15%"
"15-02-2019","18.12","18.94","18.94","17.97","40.71M","-5.23%"
"14-02-2019","19.12","18.39","19.30","18.00","31.92M","3.97%"
"13-02-2019","18.39","18.00","18.54","17.88","29.87M","2.34%"
"12-02-2019","17.97","18.69","18.69","17.82","31.25M","-4.47%"
"11-02-2019","18.81","18.54","19.33","17.88","36.35M","1.95%"
"08-02-2019","18.45","19.33","19.33","17.94","41.44M","-4.55%"
"07-02-2019","19.33","17.82","19.90","17.70","87.70M","6.68%"
"06-02-2019","18.12","18.36","18.36","17.40","43.56M","-1.47%"
"05-02-2019","18.39","18.09","18.51","17.67","36.37M","1.32%"
"04-02-2019","18.15","18.69","18.72","17.76","30.13M","-2.73%"
"01-02-2019","18.66","18.30","18.97","18.21","28.07M","2.64%"
"31-01-2019","18.18","18.57","18.78","17.88","47.59M","-1.46%"
"30-01-2019","18.45","18.66","18.97","18.24","27.31M","-0.49%"
"29-01-2019","18.54","18.75","19.66","18.15","51.04M","-1.12%"
"28-01-2019","18.75","19.81","19.81","17.18","48.82M","-5.49%"
"25-01-2019","19.84","20.42","20.66","19.48","38.69M","-3.55%"
"24-01-2019","20.57","20.81","21.26","20.08","56.26M","0.44%"
"23-01-2019","20.48","20.35","20.84","20.11","21.11M","1.24%"
"22-01-2019","20.23","19.78","20.35","19.69","32.10M","1.97%"
"21-01-2019","19.84","21.26","21.41","19.57","65.61M","-6.68%"
"18-01-2019","21.26","22.35","22.35","20.75","47.78M","-4.75%"
"17-01-2019","22.32","21.99","22.44","21.74","24.69M","1.50%"
"16-01-2019","21.99","21.96","22.32","21.80","14.68M","0.46%"
"15-01-2019","21.89","21.71","22.02","21.53","15.95M","0.83%"
"14-01-2019","21.71","22.35","22.35","21.50","17.48M","-2.60%"
"11-01-2019","22.29","22.38","22.53","22.08","13.74M","-0.54%"
"10-01-2019","22.41","22.35","22.71","22.23","16.82M","0.40%"
"09-01-2019","22.32","22.35","22.59","21.99","18.76M","0.00%"
"08-01-2019","22.32","22.05","22.53","21.89","16.06M","0.81%"
"07-01-2019","22.14","22.11","22.32","21.99","13.68M","1.28%"
"04-01-2019","21.86","21.80","22.08","21.50","21.13M","0.28%"
"03-01-2019","21.80","21.59","21.93","21.05","39.25M","-1.80%"
"02-01-2019","22.20","22.92","22.92","22.05","17.58M","-2.63%"
"01-01-2019","22.80","22.95","23.01","22.41","14.58M","0.00%"
"31-12-2018","22.80","22.77","23.01","22.71","12.11M","0.66%"
"28-12-2018","22.65","22.50","23.01","22.50","19.51M","0.94%"
"27-12-2018","22.44","22.77","22.95","22.32","24.54M","-0.27%"
"26-12-2018","22.50","22.41","22.65","21.96","28.02M","-0.27%"
"24-12-2018","22.56","23.10","23.13","22.44","27.82M","-2.46%"
"21-12-2018","23.13","23.25","23.47","22.65","58.92M","0.26%"
"20-12-2018","23.07","22.56","23.22","22.50","22.50M","1.18%"
"19-12-2018","22.80","22.65","23.01","22.53","25.73M","1.20%"
"18-12-2018","22.53","21.99","22.77","21.77","26.45M","2.46%"
"17-12-2018","21.99","22.02","22.26","21.59","30.79M","0.59%"
"14-12-2018","21.86","21.38","22.77","21.29","69.38M","3.70%"
"13-12-2018","21.08","21.08","21.62","20.96","32.12M","0.72%"
"12-12-2018","20.93","20.66","21.53","20.57","33.75M","1.16%"
"11-12-2018","20.69","19.72","21.41","19.33","45.78M","3.81%"
"10-12-2018","19.93","20.05","20.20","19.72","24.18M","-2.40%"
"07-12-2018","20.42","20.48","20.72","20.08","37.04M","0.79%"
"06-12-2018","20.26","20.48","20.51","19.93","42.00M","-1.51%"
"05-12-2018","20.57","21.05","21.11","20.42","42.79M","-3.25%"
"04-12-2018","21.26","21.86","22.02","21.05","40.20M","-1.25%"
"03-12-2018","21.53","21.53","22.11","21.20","49.22M","0.98%"
"30-11-2018","21.32","22.65","22.74","21.20","76.75M","-6.74%"
"29-11-2018","22.86","23.07","23.19","22.08","40.96M","0.13%"
"28-11-2018","22.83","23.41","23.68","22.65","33.61M","-2.48%"
"27-11-2018","23.41","24.04","24.52","23.07","48.69M","-2.74%"
"26-11-2018","24.07","25.16","25.88","23.77","70.38M","-3.87%"
"22-11-2018","25.04","26.46","27.03","24.64","75.72M","-6.95%"
"21-11-2018","26.91","25.58","27.51","25.52","80.75M","5.20%"
"20-11-2018","25.58","25.37","26.49","24.82","56.91M","-0.81%"
"19-11-2018","25.79","25.52","26.58","24.10","103.60M","-0.69%"
"16-11-2018","25.97","22.35","26.52","21.86","160.96M","16.51%"
"15-11-2018","22.29","24.25","24.46","21.89","94.15M","-10.88%"
"14-11-2018","25.01","24.37","25.37","23.89","43.00M","1.63%"
"13-11-2018","24.61","24.43","24.73","23.47","20.90M","-0.12%"
"12-11-2018","24.64","25.67","25.67","24.43","14.82M","-3.45%"
"09-11-2018","25.52","25.49","25.67","24.98","17.48M","0.35%"
"07-11-2018","25.43","25.85","25.85","25.25","2.56M","-0.12%"
"06-11-2018","25.46","25.34","25.64","25.07","18.04M","0.95%"
"05-11-2018","25.22","24.64","25.34","24.34","28.46M","2.85%"
"02-11-2018","24.52","23.56","24.70","23.56","20.53M","4.61%"
"01-11-2018","23.44","23.50","23.68","23.16","13.33M","0.43%"
"31-10-2018","23.34","23.59","23.74","22.65","21.98M","-0.93%"
"30-10-2018","23.56","22.77","23.77","22.59","26.31M","3.47%"
"29-10-2018","22.77","22.53","22.89","22.02","15.07M","2.02%"
"26-10-2018","22.32","22.65","22.68","21.96","26.53M","-0.80%"
"25-10-2018","22.50","21.80","23.10","20.84","36.24M","2.79%"
"24-10-2018","21.89","21.44","22.23","21.26","32.43M","2.39%"
"23-10-2018","21.38","21.23","21.59","20.63","22.62M","0.71%"
"22-10-2018","21.23","22.17","22.50","21.05","31.37M","-3.72%"
"19-10-2018","22.05","22.77","23.28","21.93","26.39M","-3.42%"
"17-10-2018","22.83","22.53","22.95","22.26","20.73M","2.15%"
"16-10-2018","22.35","22.17","22.62","21.96","16.19M","0.68%"
"15-10-2018","22.20","21.99","22.56","21.62","23.30M","2.26%"
"12-10-2018","21.71","21.14","22.05","21.11","24.68M","4.02%"
"11-10-2018","20.87","20.42","21.29","20.17","26.16M","-4.13%"
"10-10-2018","21.77","20.69","22.02","19.96","48.09M","4.61%"
"09-10-2018","20.81","20.51","21.20","20.20","32.16M","2.41%"
"08-10-2018","20.32","20.45","20.69","19.66","36.79M","0.30%"
