"Date","Price","Open","High","Low","Vol.","Change %"
"15-03-2023","6.40","6.60","6.65","6.40","58.76M","-2.29%"
"14-03-2023","6.55","6.65","6.65","6.50","58.57M","-0.76%"
"13-03-2023","6.60","6.80","6.80","6.55","54.47M","-2.22%"
"10-03-2023","6.75","6.85","6.85","6.70","49.81M","-1.46%"
"09-03-2023","6.85","6.95","7.00","6.85","39.88M","-1.44%"
"08-03-2023","6.95","6.95","7.00","6.85","34.89M","0.00%"
"06-03-2023","6.95","6.95","7.05","6.90","48.64M","0.72%"
"03-03-2023","6.90","7.00","7.05","6.85","53.19M","-0.72%"
"02-03-2023","6.95","6.90","7.05","6.85","40.81M","0.72%"
"01-03-2023","6.90","6.85","7.00","6.80","101.32M","1.47%"
"28-02-2023","6.80","6.70","6.90","6.65","67.73M","1.49%"
"27-02-2023","6.70","6.80","6.85","6.55","86.21M","-0.74%"
"24-02-2023","6.75","6.75","7.05","6.65","134.76M","0.75%"
"23-02-2023","6.70","7.00","7.05","6.60","200.37M","-4.29%"
"22-02-2023","7.00","7.00","7.20","6.90","94.17M","0.00%"
"21-02-2023","7.00","6.95","7.10","6.90","56.55M","-0.71%"
"20-02-2023","7.05","7.20","7.25","6.85","152.05M","-2.76%"
"17-02-2023","7.25","7.45","7.50","7.05","112.02M","-3.33%"
"16-02-2023","7.50","7.70","7.75","7.40","82.25M","-3.23%"
"15-02-2023","7.75","7.70","7.80","7.65","31.73M","0.65%"
"14-02-2023","7.70","7.85","7.90","7.65","50.98M","-1.91%"
"13-02-2023","7.85","7.85","8.00","7.80","50.41M","0.00%"
"10-02-2023","7.85","7.75","8.05","7.70","71.59M","0.00%"
"09-02-2023","7.85","7.90","7.95","7.70","95.73M","-0.63%"
"08-02-2023","7.90","8.05","8.05","7.65","135.15M","-0.63%"
"07-02-2023","7.95","8.55","8.55","7.80","224.33M","-3.64%"
"06-02-2023","8.25","7.50","8.60","7.50","675.11M","20.44%"
"03-02-2023","6.85","6.80","7.00","6.45","143.73M","0.74%"
"02-02-2023","6.80","6.70","7.05","6.60","109.04M","1.49%"
"01-02-2023","6.70","7.15","7.20","6.60","122.65M","-4.96%"
"31-01-2023","7.05","6.90","7.15","6.75","108.36M","3.68%"
"30-01-2023","6.80","6.45","7.10","6.40","165.34M","6.25%"
"27-01-2023","6.40","6.80","6.85","6.30","140.34M","-5.19%"
"25-01-2023","6.75","7.05","7.05","6.70","104.38M","-4.26%"
"24-01-2023","7.05","7.05","7.20","6.95","107.33M","0.00%"
"23-01-2023","7.05","7.30","7.30","7.00","110.36M","-2.76%"
"20-01-2023","7.25","7.45","7.45","7.20","51.60M","-2.03%"
"19-01-2023","7.40","7.30","7.60","7.25","151.60M","1.37%"
"18-01-2023","7.30","7.25","7.35","7.15","40.38M","0.69%"
"17-01-2023","7.25","7.20","7.35","7.15","66.56M","0.69%"
"16-01-2023","7.20","7.30","7.35","7.10","76.20M","-1.37%"
"13-01-2023","7.30","7.35","7.50","7.20","81.15M","-0.68%"
"12-01-2023","7.35","7.45","7.45","7.15","82.76M","-1.34%"
"11-01-2023","7.45","7.30","7.55","7.15","113.80M","2.76%"
"10-01-2023","7.25","7.40","7.50","7.15","109.04M","-2.68%"
"09-01-2023","7.45","7.80","7.85","7.35","224.38M","-4.49%"
"06-01-2023","7.80","7.90","7.90","7.70","96.07M","-1.27%"
"05-01-2023","7.90","7.85","7.95","7.70","97.60M","1.28%"
"04-01-2023","7.80","7.95","8.00","7.70","127.15M","-1.89%"
"03-01-2023","7.95","8.05","8.15","7.90","108.86M","-0.63%"
"02-01-2023","8.00","7.90","8.10","7.85","48.08M","1.27%"
"30-12-2022","7.90","8.00","8.05","7.85","152.32M","0.00%"
"29-12-2022","7.90","7.95","8.00","7.80","90.19M","-0.63%"
"28-12-2022","7.95","7.90","8.10","7.85","101.48M","0.63%"
"27-12-2022","7.90","7.85","8.00","7.85","69.30M","0.64%"
"26-12-2022","7.85","7.70","7.95","7.60","93.26M","2.61%"
"23-12-2022","7.65","7.95","8.00","7.60","87.19M","-4.37%"
"22-12-2022","8.00","8.05","8.10","7.85","84.37M","0.00%"
"21-12-2022","8.00","8.30","8.30","7.95","69.21M","-3.03%"
"20-12-2022","8.25","8.35","8.40","8.10","134.97M","-1.20%"
"19-12-2022","8.35","8.35","8.45","8.25","70.98M","0.60%"
"16-12-2022","8.30","8.35","8.65","8.25","126.73M","-1.19%"
"15-12-2022","8.40","8.65","8.75","8.25","166.79M","-2.89%"
"14-12-2022","8.65","7.95","8.95","7.75","515.72M","9.49%"
"13-12-2022","7.90","7.95","8.00","7.85","67.36M","-0.63%"
"12-12-2022","7.95","7.95","8.00","7.90","47.49M","0.00%"
"09-12-2022","7.95","8.05","8.05","7.90","64.74M","-0.63%"
"08-12-2022","8.00","8.05","8.05","8.00","26.52M","0.00%"
"07-12-2022","8.00","8.10","8.10","7.90","73.63M","-0.62%"
"06-12-2022","8.05","8.15","8.20","7.90","118.70M","-1.23%"
"05-12-2022","8.15","8.35","8.35","8.15","54.87M","-1.81%"
"02-12-2022","8.30","8.15","8.35","8.15","50.33M","1.84%"
"01-12-2022","8.15","8.30","8.30","8.10","58.79M","-1.21%"
"30-11-2022","8.25","8.05","8.30","8.00","75.15M","2.48%"
"29-11-2022","8.05","8.10","8.15","8.00","57.37M","0.00%"
"28-11-2022","8.05","8.10","8.15","8.00","47.23M","0.00%"
"25-11-2022","8.05","8.05","8.10","7.95","76.77M","0.00%"
"24-11-2022","8.05","8.30","8.35","8.00","110.16M","-2.42%"
"23-11-2022","8.25","8.35","8.40","8.15","74.74M","-1.20%"
"22-11-2022","8.35","8.45","8.50","8.30","57.84M","-0.60%"
"21-11-2022","8.40","8.40","8.50","8.30","60.32M","0.60%"
"18-11-2022","8.35","8.35","8.40","8.30","54.37M","0.00%"
"17-11-2022","8.35","8.45","8.50","8.30","45.77M","-0.60%"
"16-11-2022","8.40","8.50","8.55","8.30","65.00M","-0.59%"
"15-11-2022","8.45","8.55","8.55","8.40","49.12M","-0.59%"
"14-11-2022","8.50","8.55","8.65","8.25","98.58M","0.00%"
"11-11-2022","8.50","8.70","8.75","8.40","93.25M","-1.73%"
"10-11-2022","8.65","8.50","8.75","8.45","124.17M","1.76%"
"09-11-2022","8.50","8.40","8.70","8.30","122.75M","1.80%"
"07-11-2022","8.35","8.45","8.55","8.25","67.83M","-0.60%"
"04-11-2022","8.40","8.50","8.55","8.30","99.00M","-1.75%"
"03-11-2022","8.55","8.55","8.65","8.50","25.84M","0.00%"
"02-11-2022","8.55","8.65","8.65","8.55","26.63M","-1.16%"
"01-11-2022","8.65","8.60","8.70","8.55","40.71M","1.17%"
"31-10-2022","8.55","8.60","8.65","8.55","34.99M","0.00%"
"28-10-2022","8.55","8.70","8.80","8.50","51.35M","-0.58%"
"27-10-2022","8.60","8.65","8.75","8.55","56.72M","0.00%"
"25-10-2022","8.60","8.70","8.80","8.55","60.61M","-1.15%"
"24-10-2022","8.70","8.80","8.80","8.65","20.71M","0.00%"
"21-10-2022","8.70","8.85","8.85","8.55","86.08M","1.75%"
"20-10-2022","8.55","8.50","8.70","8.45","68.40M","0.59%"
"19-10-2022","8.50","8.50","8.60","8.45","40.39M","0.59%"
"18-10-2022","8.45","8.45","8.60","8.40","57.32M","0.60%"
"17-10-2022","8.40","8.50","8.55","8.35","41.26M","-1.18%"
"14-10-2022","8.50","8.75","8.75","8.45","52.10M","-1.16%"
"13-10-2022","8.60","8.65","8.70","8.45","84.85M","-0.58%"
"12-10-2022","8.65","8.70","8.75","8.55","65.24M","0.00%"
"11-10-2022","8.65","8.90","8.95","8.55","125.77M","-2.26%"
"10-10-2022","8.85","8.95","9.05","8.80","79.26M","-2.75%"
"07-10-2022","9.10","9.00","9.20","8.95","120.00M","1.11%"
"06-10-2022","9.00","9.05","9.15","8.90","67.88M","0.00%"
"04-10-2022","9.00","9.00","9.15","8.90","108.42M","1.69%"
"03-10-2022","8.85","8.85","9.20","8.80","190.18M","0.57%"
"30-09-2022","8.80","8.50","9.05","8.50","223.32M","3.53%"
"29-09-2022","8.50","9.05","9.20","8.40","171.64M","-5.56%"
"28-09-2022","9.00","9.00","9.35","8.95","115.10M","-1.64%"
"27-09-2022","9.15","9.05","9.25","9.00","83.59M","1.67%"
"26-09-2022","9.00","8.90","9.15","8.70","134.22M","0.56%"
"23-09-2022","8.95","9.15","9.20","8.90","81.35M","-1.65%"
"22-09-2022","9.10","9.20","9.30","9.00","102.10M","-1.09%"
"21-09-2022","9.20","9.15","9.35","9.05","105.10M","0.55%"
"20-09-2022","9.15","9.15","9.30","9.10","61.39M","0.55%"
"19-09-2022","9.10","9.25","9.30","9.05","108.06M","-1.09%"
"16-09-2022","9.20","9.55","9.65","9.10","195.31M","-4.66%"
"15-09-2022","9.65","9.80","9.95","9.60","78.11M","-1.03%"
"14-09-2022","9.75","9.70","9.85","9.55","124.34M","-1.52%"
"13-09-2022","9.90","9.70","10.10","9.65","213.27M","2.59%"
"12-09-2022","9.65","9.70","9.75","9.60","70.77M","1.05%"
"09-09-2022","9.55","9.85","10.05","9.50","162.95M","-1.55%"
"08-09-2022","9.70","9.90","10.05","9.60","189.12M","-0.51%"
"07-09-2022","9.75","9.10","10.05","9.05","550.25M","6.56%"
"06-09-2022","9.15","9.30","9.40","9.10","89.84M","-1.61%"
"05-09-2022","9.30","9.05","9.45","9.05","125.06M","3.91%"
"02-09-2022","8.95","9.10","9.20","8.95","59.66M","-1.65%"
"01-09-2022","9.10","8.95","9.30","8.90","97.66M","0.55%"
"30-08-2022","9.05","8.95","9.25","8.90","190.30M","2.26%"
"29-08-2022","8.85","8.95","9.05","8.85","57.26M","-3.28%"
"26-08-2022","9.15","9.20","9.35","9.05","92.07M","0.55%"
"25-08-2022","9.10","9.25","9.55","9.10","227.35M","-1.09%"
"24-08-2022","9.20","8.85","9.35","8.85","212.05M","3.95%"
"23-08-2022","8.85","8.60","8.90","8.50","107.45M","2.31%"
"22-08-2022","8.65","8.80","8.80","8.60","55.94M","-1.70%"
"19-08-2022","8.80","8.95","9.05","8.75","75.50M","-1.12%"
"18-08-2022","8.90","8.95","9.10","8.90","72.24M","-1.11%"
"17-08-2022","9.00","8.85","9.10","8.80","116.54M","1.69%"
"16-08-2022","8.85","8.70","9.00","8.70","77.33M","1.72%"
"12-08-2022","8.70","8.65","8.90","8.60","75.64M","0.58%"
"11-08-2022","8.65","8.70","8.75","8.60","42.70M","0.58%"
"10-08-2022","8.60","8.70","8.75","8.55","58.89M","-0.58%"
"08-08-2022","8.65","8.75","8.80","8.60","52.05M","-1.14%"
"05-08-2022","8.75","8.85","8.95","8.70","66.03M","0.00%"
"04-08-2022","8.75","9.00","9.05","8.55","226.14M","-3.85%"
"03-08-2022","9.10","9.40","9.50","8.95","104.02M","-3.19%"
"02-08-2022","9.40","9.25","9.55","9.20","190.94M","3.30%"
"01-08-2022","9.10","8.75","9.20","8.75","81.64M","4.00%"
"29-07-2022","8.75","8.70","8.85","8.65","47.56M","1.16%"
"28-07-2022","8.65","8.80","8.85","8.55","97.04M","-1.14%"
"27-07-2022","8.75","8.85","8.90","8.70","45.67M","-1.13%"
"26-07-2022","8.85","8.95","9.00","8.75","51.87M","-0.56%"
"25-07-2022","8.90","8.95","9.05","8.90","55.80M","-0.56%"
"22-07-2022","8.95","9.05","9.10","8.90","43.83M","-0.56%"
"21-07-2022","9.00","8.85","9.15","8.80","76.73M","2.27%"
"20-07-2022","8.80","9.00","9.10","8.75","54.03M","-1.68%"
"19-07-2022","8.95","8.90","9.10","8.85","102.38M","1.13%"
"18-07-2022","8.85","8.75","8.95","8.70","80.65M","1.72%"
"15-07-2022","8.70","8.70","8.75","8.55","64.69M","0.58%"
"14-07-2022","8.65","8.80","8.85","8.55","64.95M","-1.14%"
"13-07-2022","8.75","8.75","8.80","8.65","74.74M","0.57%"
"12-07-2022","8.70","8.70","8.85","8.60","75.82M","0.00%"
"11-07-2022","8.70","8.40","8.95","8.35","147.36M","3.57%"
"08-07-2022","8.40","8.55","8.60","8.35","52.84M","-0.59%"
"07-07-2022","8.45","8.60","8.65","8.45","35.28M","-0.59%"
"06-07-2022","8.50","8.30","8.55","8.25","71.93M","3.03%"
"05-07-2022","8.25","8.40","8.55","8.20","63.87M","-1.20%"
"04-07-2022","8.35","8.50","8.55","8.35","47.37M","-1.76%"
"01-07-2022","8.50","8.35","8.60","8.20","65.44M","1.19%"
"30-06-2022","8.40","8.60","8.75","8.35","86.29M","-2.89%"
