"Date","Price","Open","High","Low","Vol.","Change %"
"16-05-2025","7.37","7.32","7.55","7.22","680.69M","1.94%"
"15-05-2025","7.23","7.01","7.27","6.99","725.15M","3.58%"
"14-05-2025","6.98","6.96","7.06","6.95","375.75M","0.58%"
"13-05-2025","6.94","7.01","7.07","6.93","368.59M","-1.84%"
"12-05-2025","7.07","7.06","7.10","6.87","414.28M","5.52%"
"09-05-2025","6.70","6.52","6.74","6.47","446.97M","0.15%"
"08-05-2025","6.69","6.99","7.05","6.65","441.44M","-3.32%"
"07-05-2025","6.92","6.77","6.98","6.75","404.49M","0.58%"
"06-05-2025","6.88","7.13","7.19","6.85","398.17M","-3.78%"
"05-05-2025","7.15","7.08","7.18","7.01","316.36M","1.42%"
"02-05-2025","7.05","7.12","7.24","7.03","361.51M","-0.98%"
"30-04-2025","7.12","7.25","7.29","7.10","395.24M","-1.66%"
"29-04-2025","7.24","7.45","7.53","7.22","443.44M","-2.82%"
"28-04-2025","7.45","7.50","7.57","7.40","368.14M","-0.27%"
"25-04-2025","7.47","7.95","8.21","7.43","1.87B","-5.80%"
"24-04-2025","7.93","7.94","8.08","7.90","436.24M","-1.00%"
"23-04-2025","8.01","8.00","8.05","7.68","514.19M","0.50%"
"22-04-2025","7.97","8.08","8.11","7.95","525.41M","-1.24%"
"21-04-2025","8.07","7.31","8.19","7.30","1.05B","10.40%"
"17-04-2025","7.31","7.24","7.35","7.18","481.03M","0.55%"
"16-04-2025","7.27","7.32","7.42","7.23","404.50M","-0.68%"
"15-04-2025","7.32","7.27","7.43","7.22","494.78M","2.09%"
"11-04-2025","7.17","7.27","7.29","7.03","607.77M","1.13%"
"09-04-2025","7.09","7.25","7.27","7.01","501.49M","-1.12%"
"08-04-2025","7.17","7.51","7.60","7.14","625.89M","-2.58%"
"07-04-2025","7.36","7.17","7.48","7.17","683.49M","-6.95%"
"04-04-2025","7.91","8.16","8.18","7.85","475.16M","-3.42%"
"03-04-2025","8.19","8.09","8.34","8.06","486.01M","-0.36%"
"02-04-2025","8.22","8.31","8.34","7.94","922.16M","1.48%"
"01-04-2025","8.10","7.48","8.56","7.48","2.30B","19.12%"
"28-03-2025","6.80","6.99","7.13","6.77","817.73M","-1.73%"
"27-03-2025","6.92","7.01","7.06","6.87","955.97M","-1.70%"
"26-03-2025","7.04","7.16","7.21","6.98","579.80M","-1.54%"
"25-03-2025","7.15","7.40","7.43","7.05","475.22M","-2.59%"
"24-03-2025","7.34","7.72","7.74","7.29","508.28M","-3.67%"
"21-03-2025","7.62","7.28","7.68","7.24","718.94M","4.96%"
"20-03-2025","7.26","7.55","7.59","7.17","475.04M","-2.42%"
"19-03-2025","7.44","7.25","7.72","7.21","681.86M","4.79%"
"18-03-2025","7.10","6.96","7.16","6.96","302.06M","2.31%"
"17-03-2025","6.94","7.00","7.08","6.92","315.15M","-0.14%"
"13-03-2025","6.95","7.11","7.17","6.93","408.69M","-1.70%"
"12-03-2025","7.07","7.32","7.36","6.87","539.37M","-3.68%"
"11-03-2025","7.34","7.20","7.41","7.11","334.28M","1.10%"
"10-03-2025","7.26","7.58","7.64","7.22","438.88M","-3.84%"
"07-03-2025","7.55","7.71","7.78","7.51","324.10M","-2.33%"
"06-03-2025","7.73","8.00","8.04","7.70","294.30M","-1.65%"
"05-03-2025","7.86","7.43","7.92","7.43","381.21M","5.79%"
"04-03-2025","7.43","7.39","7.64","7.29","345.29M","-0.40%"
"03-03-2025","7.46","7.59","7.73","7.16","456.68M","-1.19%"
"28-02-2025","7.55","7.75","7.77","7.49","482.69M","-3.21%"
"27-02-2025","7.80","7.99","8.03","7.74","331.91M","-1.39%"
"25-02-2025","7.91","7.90","8.04","7.88","202.13M","-0.13%"
"24-02-2025","7.92","7.98","8.04","7.84","265.95M","-1.49%"
"21-02-2025","8.04","8.25","8.34","8.01","289.64M","-2.78%"
"20-02-2025","8.27","8.27","8.40","8.18","197.67M","-0.36%"
"19-02-2025","8.30","8.03","8.39","7.94","299.86M","2.85%"
"18-02-2025","8.07","8.27","8.35","7.92","332.53M","-2.42%"
"17-02-2025","8.27","8.17","8.40","7.98","427.12M","0.73%"
"14-02-2025","8.21","8.76","8.79","8.10","497.21M","-4.98%"
"13-02-2025","8.64","8.06","8.99","8.06","717.31M","2.98%"
"12-02-2025","8.39","8.80","8.80","8.10","576.59M","-4.88%"
"11-02-2025","8.82","9.11","9.17","8.72","258.46M","-3.18%"
"10-02-2025","9.11","9.55","9.55","9.06","262.16M","-3.80%"
"07-02-2025","9.47","9.29","9.80","9.27","605.20M","2.16%"
"06-02-2025","9.27","9.66","9.66","9.23","223.08M","-2.83%"
"05-02-2025","9.54","9.40","9.70","9.39","349.18M","1.49%"
"04-02-2025","9.40","9.29","9.61","9.09","418.24M","3.64%"
"03-02-2025","9.07","9.21","9.41","9.02","384.58M","-5.52%"
"01-02-2025","9.60","9.06","9.93","8.67","807.08M","6.08%"
"31-01-2025","9.05","9.05","9.10","8.88","336.82M","0.67%"
"30-01-2025","8.99","8.86","9.05","8.86","255.10M","0.56%"
"29-01-2025","8.94","9.00","9.06","8.90","186.42M","-0.67%"
"28-01-2025","9.00","8.99","9.15","8.78","310.33M","1.24%"
"27-01-2025","8.89","9.30","9.34","8.80","319.47M","-6.03%"
"24-01-2025","9.46","9.50","9.67","9.40","272.05M","-0.53%"
"23-01-2025","9.51","9.53","9.87","9.33","356.25M","0.00%"
"22-01-2025","9.51","9.40","9.57","9.14","358.65M","1.60%"
"21-01-2025","9.36","9.94","10.00","9.31","561.25M","-5.84%"
"20-01-2025","9.94","10.02","10.47","9.78","1.74B","9.11%"
"17-01-2025","9.11","8.90","9.25","8.83","485.92M","2.02%"
"16-01-2025","8.93","8.94","9.06","8.72","536.38M","1.94%"
"15-01-2025","8.76","8.28","9.23","8.27","1.37B","6.18%"
"14-01-2025","8.25","7.80","8.31","7.77","563.02M","6.59%"
"13-01-2025","7.74","7.70","8.08","7.61","597.62M","-0.13%"
"10-01-2025","7.75","7.92","7.95","7.67","321.65M","-2.15%"
"09-01-2025","7.92","7.98","8.21","7.90","338.94M","-0.88%"
"08-01-2025","7.99","8.08","8.10","7.87","294.65M","-0.87%"
"07-01-2025","8.06","7.86","8.14","7.86","374.16M","2.28%"
"06-01-2025","7.88","8.29","8.33","7.83","438.30M","-4.72%"
"03-01-2025","8.27","8.14","8.40","8.12","464.15M","1.60%"
"02-01-2025","8.14","8.10","8.19","7.91","392.80M","1.62%"
"01-01-2025","8.01","7.96","8.11","7.90","318.78M","0.88%"
"31-12-2024","7.94","7.75","8.07","7.62","432.28M","2.19%"
"30-12-2024","7.77","7.99","7.99","7.61","699.34M","4.02%"
"27-12-2024","7.47","7.55","7.61","7.45","181.05M","-1.19%"
"26-12-2024","7.56","7.46","7.67","7.43","276.38M","1.34%"
"24-12-2024","7.46","7.42","7.59","7.35","285.54M","-0.13%"
"23-12-2024","7.47","7.40","7.55","7.38","290.75M","0.95%"
"20-12-2024","7.40","7.68","7.76","7.34","392.78M","-3.77%"
"19-12-2024","7.69","7.60","7.72","7.56","285.98M","-1.28%"
"18-12-2024","7.79","7.81","7.88","7.70","351.71M","-0.26%"
"17-12-2024","7.81","7.95","7.99","7.78","252.38M","-2.25%"
"16-12-2024","7.99","8.00","8.05","7.96","174.02M","0.00%"
"13-12-2024","7.99","7.82","8.07","7.68","489.88M","1.65%"
"12-12-2024","7.86","8.02","8.03","7.84","292.78M","-2.12%"
"11-12-2024","8.03","8.08","8.11","7.99","243.84M","-0.62%"
"10-12-2024","8.08","8.30","8.30","8.02","363.30M","-0.12%"
"09-12-2024","8.09","8.15","8.27","8.07","297.58M","-0.37%"
"06-12-2024","8.12","8.09","8.22","7.97","427.14M","0.50%"
"05-12-2024","8.08","8.79","8.79","8.04","920.60M","-4.04%"
"04-12-2024","8.42","8.19","8.63","8.12","406.96M","2.56%"
"03-12-2024","8.21","8.25","8.39","8.19","283.64M","-0.85%"
"02-12-2024","8.28","8.25","8.43","8.19","341.33M","-0.96%"
"29-11-2024","8.36","8.46","8.48","8.08","507.41M","0.00%"
"28-11-2024","8.36","8.45","8.67","8.21","1.02B","0.24%"
"27-11-2024","8.34","7.72","8.49","7.52","1.16B","10.90%"
"26-11-2024","7.52","7.66","8.28","7.45","1.75B","7.89%"
"25-11-2024","6.97","6.81","7.17","6.67","876.69M","4.50%"
"22-11-2024","6.67","6.88","6.91","6.61","625.75M","-3.47%"
"21-11-2024","6.91","7.17","7.18","6.81","635.82M","-2.68%"
"19-11-2024","7.10","7.25","7.39","7.07","338.58M","-2.07%"
"18-11-2024","7.25","7.47","7.53","7.19","418.92M","-1.23%"
"14-11-2024","7.34","7.40","7.62","7.32","417.57M","-0.27%"
"13-11-2024","7.36","7.66","7.69","7.33","424.08M","-4.04%"
"12-11-2024","7.67","7.80","7.95","7.63","280.32M","-2.04%"
"11-11-2024","7.83","7.85","7.94","7.72","314.19M","-0.63%"
"08-11-2024","7.88","8.03","8.06","7.85","311.56M","-2.11%"
"07-11-2024","8.05","8.16","8.29","8.02","383.92M","-1.47%"
"06-11-2024","8.17","8.16","8.22","8.01","368.62M","0.37%"
"05-11-2024","8.14","7.88","8.20","7.81","555.51M","3.30%"
"04-11-2024","7.88","8.49","8.49","7.86","609.73M","-6.75%"
"01-11-2024","8.45","8.28","8.53","8.23","248.65M","4.06%"
"31-10-2024","8.12","7.74","8.17","7.71","647.63M","5.73%"
"30-10-2024","7.68","7.93","8.04","7.65","919.78M","-3.52%"
"29-10-2024","7.96","8.39","8.39","7.88","403.51M","-3.52%"
"28-10-2024","8.25","7.78","8.42","7.58","687.96M","7.70%"
"25-10-2024","7.66","8.11","8.11","7.59","601.38M","-5.78%"
"24-10-2024","8.13","8.25","8.33","8.10","381.02M","-1.45%"
"23-10-2024","8.25","8.33","8.40","8.07","487.66M","-1.79%"
"22-10-2024","8.40","8.52","8.73","8.36","445.61M","-1.18%"
"21-10-2024","8.50","9.09","9.10","8.42","484.40M","-5.76%"
"18-10-2024","9.02","9.05","9.10","8.86","273.12M","-0.33%"
"17-10-2024","9.05","9.31","9.39","9.03","327.85M","-2.58%"
"16-10-2024","9.29","9.15","9.49","9.11","329.18M","1.86%"
"15-10-2024","9.12","9.11","9.42","9.00","307.25M","0.33%"
"14-10-2024","9.09","9.23","9.23","9.02","295.77M","-0.98%"
"11-10-2024","9.18","9.27","9.28","9.08","263.96M","-1.40%"
"10-10-2024","9.31","9.21","9.44","9.19","274.43M","1.31%"
"09-10-2024","9.19","9.54","9.58","9.16","286.23M","-3.26%"
"08-10-2024","9.50","9.05","9.55","9.03","447.50M","3.71%"
"07-10-2024","9.16","9.79","9.81","8.90","699.38M","-6.44%"
"04-10-2024","9.79","9.87","10.06","9.63","453.01M","-0.81%"
"03-10-2024","9.87","10.13","10.16","9.81","418.43M","-2.95%"
"01-10-2024","10.17","10.35","10.53","10.06","372.74M","-1.83%"
"30-09-2024","10.36","10.65","10.68","10.32","469.78M","-2.81%"
"27-09-2024","10.66","10.64","10.97","10.50","1.12B","2.70%"
"26-09-2024","10.38","10.39","10.50","10.12","947.23M","0.19%"
"25-09-2024","10.36","10.69","10.73","10.33","386.28M","-2.91%"
"24-09-2024","10.67","10.82","10.99","10.52","591.12M","-1.39%"
"23-09-2024","10.82","11.27","11.94","10.72","1.68B","3.34%"
"20-09-2024","10.47","10.35","10.58","9.79","1.53B","0.87%"
"19-09-2024","10.38","12.99","13.02","10.00","2.50B","-19.53%"
"18-09-2024","12.90","13.10","13.16","12.83","289.39M","-1.68%"
"17-09-2024","13.12","13.25","13.28","13.07","179.38M","-0.91%"
"16-09-2024","13.24","13.50","13.50","13.12","261.78M","-1.27%"
"13-09-2024","13.41","13.65","13.66","13.36","198.21M","-0.81%"
"12-09-2024","13.52","13.36","13.65","12.83","408.31M","2.89%"
"11-09-2024","13.14","13.74","13.77","13.03","358.06M","-2.88%"
"10-09-2024","13.53","13.30","13.73","13.30","444.28M","2.50%"
"09-09-2024","13.20","13.35","13.58","12.98","628.83M","-1.12%"
"06-09-2024","13.35","14.74","14.76","12.92","1.90B","-11.53%"
"05-09-2024","15.09","14.90","15.22","14.80","286.74M","1.75%"
"04-09-2024","14.83","15.08","15.10","14.77","281.28M","-1.85%"
"03-09-2024","15.11","15.10","15.26","15.00","272.43M","0.40%"
"02-09-2024","15.05","15.58","15.58","14.81","685.96M","-3.77%"
"30-08-2024","15.64","16.44","16.44","15.39","4.21B","-4.05%"
"29-08-2024","16.30","16.40","16.55","15.97","827.34M","2.07%"
"28-08-2024","15.97","16.05","16.17","15.82","401.71M","-0.44%"
"27-08-2024","16.04","15.75","16.18","15.65","415.46M","1.58%"
"26-08-2024","15.79","15.96","15.98","15.62","243.43M","-0.19%"
"23-08-2024","15.82","16.28","16.34","15.74","369.54M","-2.35%"
"22-08-2024","16.20","15.95","16.29","15.91","278.65M","1.63%"
"21-08-2024","15.94","15.99","16.10","15.86","242.52M","0.00%"
"20-08-2024","15.94","16.06","16.29","15.91","309.49M","-0.06%"
"19-08-2024","15.95","15.87","16.04","15.72","265.26M","0.44%"
"16-08-2024","15.88","15.96","16.00","15.67","291.92M","0.57%"
"14-08-2024","15.79","15.63","16.02","15.48","392.05M","2.07%"
"13-08-2024","15.47","16.19","16.19","15.42","538.39M","-3.37%"
"12-08-2024","16.01","16.12","16.22","15.82","290.81M","-0.56%"
"09-08-2024","16.10","16.30","16.35","16.01","276.42M","1.51%"
"08-08-2024","15.86","15.75","16.25","15.57","346.75M","0.89%"
"07-08-2024","15.72","15.60","15.78","15.37","271.14M","3.63%"
"06-08-2024","15.17","15.70","15.83","15.11","327.58M","-1.24%"
"05-08-2024","15.36","15.61","15.81","15.05","608.66M","-4.71%"
"02-08-2024","16.12","15.80","16.42","15.75","475.28M","0.81%"
"01-08-2024","15.99","16.36","16.37","15.87","362.40M","-1.72%"
"31-07-2024","16.27","16.31","16.52","16.22","346.26M","0.37%"
"30-07-2024","16.21","16.03","16.28","15.99","242.40M","1.00%"
"29-07-2024","16.05","16.00","16.42","15.93","505.93M","0.44%"
"26-07-2024","15.98","15.42","16.14","15.40","746.61M","5.27%"
"25-07-2024","15.18","15.30","15.42","15.03","702.31M","-2.57%"
"24-07-2024","15.58","15.30","15.66","15.21","453.45M","1.96%"
"23-07-2024","15.28","15.90","15.91","14.57","1.13B","-3.84%"
"22-07-2024","15.89","15.77","16.05","15.65","529.02M","0.13%"
"19-07-2024","15.87","16.37","16.43","15.82","368.88M","-2.46%"
"18-07-2024","16.27","16.69","16.69","15.91","679.25M","-3.15%"
"16-07-2024","16.80","17.54","17.67","16.67","964.46M","0.72%"
"15-07-2024","16.68","16.10","16.73","15.78","544.66M","3.67%"
"12-07-2024","16.09","16.76","16.83","16.00","630.74M","-2.84%"
"11-07-2024","16.56","16.76","16.84","16.52","346.37M","-0.48%"
"10-07-2024","16.64","16.97","17.28","16.47","466.48M","-1.25%"
"09-07-2024","16.85","16.61","17.03","16.56","501.29M","1.75%"
"08-07-2024","16.56","17.10","17.23","16.50","541.27M","-3.10%"
"05-07-2024","17.09","17.44","17.48","17.01","492.37M","-2.23%"
"04-07-2024","17.48","17.51","17.74","17.28","644.67M","0.06%"
"03-07-2024","17.47","17.10","17.67","16.91","860.85M","2.64%"
"02-07-2024","17.02","17.70","17.75","16.96","826.79M","-3.41%"
"01-07-2024","17.62","17.79","18.06","17.40","877.99M","-1.51%"
