"Date","Price","Open","High","Low","Vol.","Change %"
"09-03-2015","149.00","148.00","150.75","143.10","8.40M","-0.70%"
"05-03-2015","150.05","157.00","157.15","149.00","9.88M","-4.06%"
"04-03-2015","156.40","156.00","161.00","153.05","4.57M","1.53%"
"03-03-2015","154.05","153.00","156.50","152.20","1.62M","0.42%"
"02-03-2015","153.40","153.10","154.50","151.25","2.93M","0.33%"
"28-02-2015","152.90","156.00","156.00","150.00","1.22M","-1.20%"
"27-02-2015","154.75","155.00","155.90","151.80","3.51M","-0.13%"
"26-02-2015","154.95","152.95","155.85","152.20","7.50M","1.44%"
"25-02-2015","152.75","151.00","153.15","150.20","5.92M","2.21%"
"24-02-2015","149.45","152.30","153.80","148.55","8.42M","-2.00%"
"23-02-2015","152.50","154.25","154.65","151.40","3.19M","1.03%"
"20-02-2015","150.95","153.45","153.70","149.75","4.09M","-0.92%"
"19-02-2015","152.35","160.90","161.10","150.60","2.69M","-4.45%"
"18-02-2015","159.45","159.95","160.35","156.30","21.05M","0.89%"
"16-02-2015","158.05","153.90","158.95","153.90","3.19M","2.20%"
"13-02-2015","154.65","153.35","155.65","152.20","2.54M","0.88%"
"12-02-2015","153.30","153.00","153.85","151.15","1.29M","0.99%"
"11-02-2015","151.80","151.60","152.60","150.00","1.79M","0.66%"
"10-02-2015","150.80","154.00","155.30","150.05","2.79M","-2.01%"
"09-02-2015","153.90","153.05","155.55","152.50","2.64M","-0.74%"
"06-02-2015","155.05","154.25","155.90","153.00","3.16M","0.52%"
"05-02-2015","154.25","155.00","156.15","153.25","4.09M","0.10%"
"04-02-2015","154.10","155.00","158.00","154.00","1.65M","0.00%"
"03-02-2015","154.10","154.20","156.65","152.10","1.93M","0.06%"
"02-02-2015","154.00","154.10","155.55","151.35","2.04M","-0.55%"
"30-01-2015","154.85","159.50","160.35","153.60","4.25M","-2.88%"
"29-01-2015","159.45","163.05","164.45","158.25","6.22M","-3.97%"
"28-01-2015","166.05","171.80","172.10","163.05","9.13M","-2.50%"
"27-01-2015","170.30","170.00","170.95","165.20","4.88M","0.86%"
"23-01-2015","168.85","166.45","169.45","164.00","4.58M","1.78%"
"22-01-2015","165.90","163.50","168.60","162.50","6.02M","1.72%"
"21-01-2015","163.10","157.85","163.75","156.40","5.56M","3.33%"
"20-01-2015","157.85","156.40","158.30","154.70","3.35M","1.58%"
"19-01-2015","155.40","151.85","156.20","150.65","2.33M","2.37%"
"16-01-2015","151.80","149.40","153.60","149.10","2.62M","1.17%"
"15-01-2015","150.05","148.70","152.20","148.35","11.27M","1.04%"
"14-01-2015","148.50","147.00","149.50","146.20","2.31M","1.02%"
"13-01-2015","147.00","147.50","148.70","146.00","5.42M","0.62%"
"12-01-2015","146.10","147.10","147.85","144.60","1.77M","-1.02%"
"09-01-2015","147.60","153.20","153.35","145.60","3.94M","-3.09%"
"08-01-2015","152.30","150.85","152.75","150.80","3.51M","1.70%"
"07-01-2015","149.75","149.90","151.75","148.60","1.66M","-0.50%"
"06-01-2015","150.50","153.75","155.25","149.80","3.00M","-1.99%"
"05-01-2015","153.55","159.85","161.50","153.00","2.79M","-3.97%"
"02-01-2015","159.90","159.95","160.95","157.45","2.53M","0.35%"
"01-01-2015","159.35","154.00","159.90","153.85","2.32M","3.61%"
"31-12-2014","153.80","149.55","154.30","149.55","1.88M","2.50%"
"30-12-2014","150.05","151.00","151.40","148.35","3.03M","-0.56%"
"29-12-2014","150.90","150.25","151.85","150.00","1.08M","0.53%"
"26-12-2014","150.10","150.00","152.50","149.25","1.81M","0.60%"
"24-12-2014","149.20","149.00","151.90","148.00","6.17M","-0.27%"
"23-12-2014","149.60","150.00","151.90","148.10","4.27M","0.00%"
"22-12-2014","149.60","146.20","150.00","144.40","2.41M","2.29%"
"19-12-2014","146.25","146.50","148.85","145.00","5.54M","0.69%"
"18-12-2014","145.25","143.65","146.00","142.70","4.96M","1.33%"
"17-12-2014","143.35","141.85","145.10","140.15","4.16M","0.07%"
"16-12-2014","143.25","138.60","144.85","138.10","5.34M","2.32%"
"15-12-2014","140.00","141.30","142.20","139.50","4.54M","-1.82%"
"12-12-2014","142.60","146.90","148.10","141.85","4.84M","-1.31%"
"11-12-2014","144.50","142.25","145.40","141.20","6.32M","1.62%"
"10-12-2014","142.20","145.90","147.50","141.05","6.71M","-2.47%"
"09-12-2014","145.80","146.95","149.90","144.55","6.58M","-0.78%"
"08-12-2014","146.95","153.00","154.40","146.10","9.69M","-3.95%"
"05-12-2014","153.00","159.40","160.20","151.10","12.85M","-3.71%"
"04-12-2014","158.90","163.15","164.25","158.25","4.97M","-2.60%"
"03-12-2014","163.15","163.05","164.35","161.00","3.37M","-0.40%"
"02-12-2014","163.80","158.80","164.50","158.30","3.41M","2.38%"
"01-12-2014","160.00","158.65","162.30","158.50","2.59M","0.82%"
"28-11-2014","158.70","165.90","165.95","157.65","4.15M","-3.64%"
"27-11-2014","164.70","163.20","165.25","162.50","4.67M","1.01%"
"26-11-2014","163.05","162.25","165.00","161.35","1.90M","0.03%"
"25-11-2014","163.00","168.50","169.00","159.00","7.95M","-3.03%"
"24-11-2014","168.10","172.00","172.65","166.50","3.46M","-2.32%"
"21-11-2014","172.10","172.50","173.00","170.50","3.42M","0.29%"
"20-11-2014","171.60","167.30","173.00","166.00","3.19M","2.69%"
"19-11-2014","167.10","169.85","172.50","166.30","6.09M","-0.77%"
"18-11-2014","168.40","165.00","169.90","165.00","3.92M","2.43%"
"17-11-2014","164.40","161.40","165.00","161.40","1.40M","1.23%"
"14-11-2014","162.40","162.30","164.35","161.80","1.18M","-0.28%"
"13-11-2014","162.85","165.40","165.40","161.20","1.56M","-1.06%"
"12-11-2014","164.60","166.40","167.65","164.05","1.60M","-0.24%"
"11-11-2014","165.00","168.50","170.00","164.10","8.69M","-1.23%"
"10-11-2014","167.05","169.50","170.00","164.15","2.67M","-0.71%"
"07-11-2014","168.25","163.40","169.50","160.15","4.90M","2.84%"
"05-11-2014","163.60","162.50","166.25","159.60","4.05M","0.83%"
"03-11-2014","162.25","163.80","163.80","159.80","4.54M","-0.31%"
"31-10-2014","162.75","162.00","165.15","160.75","7.36M","1.88%"
"30-10-2014","159.75","159.35","161.00","158.05","3.22M","0.25%"
"29-10-2014","159.35","155.85","159.95","155.65","2.06M","2.81%"
"28-10-2014","155.00","156.85","157.25","154.10","3.31M","-1.18%"
"27-10-2014","156.85","161.15","161.30","156.15","2.95M","-2.55%"
"23-10-2014","160.95","161.35","161.50","160.35","214.52K","0.44%"
"22-10-2014","160.25","161.55","163.65","159.50","2.16M","-0.74%"
"21-10-2014","161.45","165.50","166.20","158.35","6.88M","0.00%"
"20-10-2014","161.45","155.50","162.15","155.00","7.34M","4.70%"
"17-10-2014","154.20","151.20","155.25","146.90","5.43M","4.97%"
"16-10-2014","146.90","154.35","156.45","145.25","4.67M","-4.52%"
"14-10-2014","153.85","157.25","157.45","153.10","2.27M","-1.54%"
"13-10-2014","156.25","152.90","158.00","151.50","2.42M","2.26%"
"10-10-2014","152.80","158.80","158.80","152.00","3.18M","-4.74%"
"09-10-2014","160.40","159.05","162.70","159.05","4.97M","1.42%"
"08-10-2014","158.15","165.00","166.45","157.35","3.93M","-4.84%"
"07-10-2014","166.20","167.00","168.45","162.10","3.85M","-0.42%"
"01-10-2014","166.90","168.00","171.35","166.00","3.84M","0.48%"
"30-09-2014","166.10","163.90","167.25","162.40","4.04M","1.65%"
"29-09-2014","163.40","166.00","168.75","162.35","4.21M","-1.74%"
"26-09-2014","166.30","169.00","169.70","162.60","4.82M","-2.21%"
"25-09-2014","170.05","169.90","171.25","168.35","10.30M","1.07%"
"24-09-2014","168.25","172.50","174.50","165.50","5.02M","-2.89%"
"23-09-2014","173.25","175.00","176.30","171.80","5.83M","-0.92%"
"22-09-2014","174.85","173.00","175.25","171.55","3.21M","0.92%"
"19-09-2014","173.25","168.75","178.10","168.75","26.40M","3.00%"
"18-09-2014","168.20","163.95","168.70","163.20","4.44M","2.59%"
"17-09-2014","163.95","166.60","166.95","161.75","4.88M","-1.15%"
"16-09-2014","165.85","169.75","171.70","164.00","3.74M","-2.04%"
"15-09-2014","169.30","173.00","173.00","167.50","5.42M","-2.65%"
"12-09-2014","173.90","170.55","174.45","170.55","8.69M","1.81%"
"11-09-2014","170.80","170.50","171.60","169.10","3.86M","0.41%"
"10-09-2014","170.10","176.00","176.30","169.80","6.71M","-2.66%"
"09-09-2014","174.75","167.00","176.00","166.65","7.50M","4.95%"
"08-09-2014","166.50","166.55","167.95","164.90","4.36M","0.30%"
"05-09-2014","166.00","168.40","168.90","164.70","4.02M","-1.04%"
"04-09-2014","167.75","169.00","170.45","165.30","10.78M","-2.64%"
"03-09-2014","172.30","172.95","174.80","171.05","16.10M","-0.17%"
"02-09-2014","172.60","167.90","175.80","167.50","9.01M","3.20%"
"01-09-2014","167.25","163.00","168.50","162.95","9.11M","3.30%"
"28-08-2014","161.90","157.20","162.60","157.10","12.12M","2.86%"
"27-08-2014","157.40","154.25","157.90","151.70","4.79M","2.04%"
"26-08-2014","154.25","155.00","156.40","152.20","2.57M","-0.29%"
"25-08-2014","154.70","156.50","157.20","154.10","2.08M","-0.64%"
"22-08-2014","155.70","157.20","157.75","154.90","1.80M","-0.73%"
"21-08-2014","156.85","156.50","158.60","155.35","2.98M","0.48%"
"20-08-2014","156.10","160.45","160.80","154.70","5.56M","-2.80%"
"19-08-2014","160.60","160.95","163.00","159.05","7.25M","-0.28%"
"18-08-2014","161.05","155.50","163.25","154.60","13.25M","2.61%"
"14-08-2014","156.95","153.10","157.40","152.30","2.85M","1.88%"
"13-08-2014","154.05","155.80","157.95","151.60","3.15M","-0.48%"
"12-08-2014","154.80","160.00","160.00","154.40","4.71M","-3.01%"
"11-08-2014","159.60","162.80","162.80","158.80","3.37M","-0.22%"
"08-08-2014","159.95","158.80","160.50","157.05","8.30M","0.19%"
"07-08-2014","159.65","156.60","160.10","156.30","4.63M","2.01%"
"06-08-2014","156.50","160.80","162.10","156.20","5.39M","-2.83%"
"05-08-2014","161.05","162.90","166.00","159.85","8.49M","-1.56%"
"04-08-2014","163.60","159.40","165.00","159.20","14.16M","3.64%"
"01-08-2014","157.85","155.50","162.25","155.05","8.75M","0.64%"
"31-07-2014","156.85","157.10","158.60","153.95","10.70M","0.13%"
"30-07-2014","156.65","149.50","157.20","149.15","11.93M","5.20%"
"28-07-2014","148.90","150.75","150.80","148.00","3.74M","-0.40%"
"25-07-2014","149.50","152.00","153.45","146.75","9.24M","-1.35%"
"24-07-2014","151.55","149.40","152.50","148.00","9.97M","1.68%"
"23-07-2014","149.05","147.70","149.80","145.00","14.21M","1.57%"
"22-07-2014","146.75","145.00","147.85","142.70","27.92M","5.01%"
"21-07-2014","139.75","139.30","140.85","138.50","6.65M","1.08%"
"18-07-2014","138.25","139.85","140.30","137.40","3.25M","-1.74%"
"17-07-2014","140.70","140.00","140.90","138.25","3.80M","0.82%"
"16-07-2014","139.55","136.25","139.90","136.00","3.98M","2.69%"
"15-07-2014","135.90","135.90","137.75","134.60","3.82M","0.63%"
"14-07-2014","135.05","134.35","135.45","132.80","7.17M","0.52%"
"11-07-2014","134.35","133.50","135.45","133.50","7.43M","0.45%"
"10-07-2014","133.75","133.65","135.80","132.50","10.43M","0.07%"
"09-07-2014","133.65","133.50","136.00","133.05","9.99M","0.19%"
"08-07-2014","133.40","136.40","137.20","132.10","7.21M","-2.34%"
"07-07-2014","136.60","135.15","137.10","135.00","5.00M","1.19%"
"04-07-2014","135.00","134.05","135.75","133.00","11.20M","-0.11%"
"03-07-2014","135.15","137.80","137.95","134.50","6.12M","-1.42%"
"02-07-2014","137.10","134.00","137.45","133.30","13.97M","2.77%"
"01-07-2014","133.40","133.10","134.60","132.75","4.17M","0.72%"
"30-06-2014","132.45","131.00","132.80","131.00","4.74M","1.46%"
