"Date","Price","Open","High","Low","Vol.","Change %"
"03-05-2018","38.63","40.59","40.74","38.35","37.78M","-4.90%"
"02-05-2018","40.62","41.92","41.92","40.17","20.95M","-2.75%"
"30-04-2018","41.77","43.40","43.40","41.13","26.32M","0.51%"
"27-04-2018","41.56","41.83","42.34","41.22","22.46M","0.61%"
"26-04-2018","41.31","43.25","43.34","40.80","55.75M","-4.22%"
"25-04-2018","43.13","43.46","43.91","42.70","27.32M","0.51%"
"24-04-2018","42.91","43.07","43.25","42.37","17.49M","-0.85%"
"23-04-2018","43.28","43.31","43.67","42.70","16.65M","1.15%"
"20-04-2018","42.79","43.00","43.46","42.55","13.58M","-0.14%"
"19-04-2018","42.85","43.46","43.49","42.34","21.94M","-0.79%"
"18-04-2018","43.19","43.49","43.76","43.07","50.64M","0.07%"
"17-04-2018","43.16","43.16","44.67","42.88","35.33M","0.21%"
"16-04-2018","43.07","43.49","43.49","42.67","13.05M","-1.17%"
"13-04-2018","43.58","44.09","44.88","43.43","17.08M","-1.36%"
"12-04-2018","44.18","44.70","44.82","43.55","13.42M","-1.10%"
"11-04-2018","44.67","44.70","45.42","44.42","12.51M","0.00%"
"10-04-2018","44.67","45.42","45.60","44.42","15.76M","-1.19%"
"09-04-2018","45.21","45.00","45.51","44.42","16.43M","-0.13%"
"06-04-2018","45.27","46.36","46.45","45.15","15.86M","-2.54%"
"05-04-2018","46.45","46.54","46.93","45.90","15.27M","0.39%"
"04-04-2018","46.27","47.11","47.35","45.66","12.63M","-0.96%"
"03-04-2018","46.72","46.42","47.11","46.21","11.88M","-0.57%"
"02-04-2018","46.99","46.33","47.20","45.69","9.07M","2.51%"
"28-03-2018","45.84","48.71","48.74","45.51","31.38M","-5.83%"
"27-03-2018","48.68","48.53","49.32","48.14","11.03M","0.31%"
"26-03-2018","48.53","46.63","48.68","46.45","14.60M","3.48%"
"23-03-2018","46.90","46.78","47.23","45.03","22.07M","0.06%"
"22-03-2018","46.87","47.47","48.17","46.36","10.89M","-1.97%"
"21-03-2018","47.81","47.23","48.32","46.84","11.93M","2.60%"
"20-03-2018","46.60","46.27","47.20","45.99","20.56M","-0.83%"
"19-03-2018","46.99","48.92","49.11","46.45","18.30M","-4.00%"
"16-03-2018","48.95","48.26","50.13","47.81","28.05M","1.12%"
"15-03-2018","48.41","48.92","49.65","48.17","12.08M","-1.37%"
"14-03-2018","49.08","48.83","49.23","48.08","13.79M","0.76%"
"13-03-2018","48.71","47.38","49.26","47.17","25.26M","2.74%"
"12-03-2018","47.41","47.84","48.29","46.24","19.02M","-0.46%"
"09-03-2018","47.63","48.53","48.65","47.41","12.08M","-1.00%"
"08-03-2018","48.11","49.53","50.07","47.44","33.19M","-0.06%"
"07-03-2018","48.14","49.53","49.95","46.66","22.64M","-2.69%"
"06-03-2018","49.47","50.13","50.25","49.08","16.29M","-0.78%"
"05-03-2018","49.86","50.37","50.37","49.26","15.05M","-0.60%"
"01-03-2018","50.16","50.71","50.86","49.89","25.04M","-1.03%"
"28-02-2018","50.68","50.92","51.34","49.92","74.45M","-0.47%"
"27-02-2018","50.92","49.98","51.49","49.98","34.30M","2.37%"
"26-02-2018","49.74","49.89","50.43","49.44","15.64M","0.24%"
"23-02-2018","49.62","49.29","49.83","49.01","13.34M","1.18%"
"22-02-2018","49.04","50.13","50.22","48.71","16.73M","-2.29%"
"21-02-2018","50.19","51.16","51.16","49.98","11.70M","-1.08%"
"20-02-2018","50.74","50.13","51.10","49.83","12.22M","1.83%"
"19-02-2018","49.83","49.86","50.10","48.77","11.45M","0.54%"
"16-02-2018","49.56","50.19","50.80","49.01","14.69M","-1.26%"
"15-02-2018","50.19","51.64","51.85","49.89","13.69M","-2.01%"
"14-02-2018","51.22","52.13","52.52","51.04","22.16M","0.35%"
"12-02-2018","51.04","50.98","52.13","50.28","30.40M","0.97%"
"09-02-2018","50.55","50.89","51.49","50.28","21.63M","-2.17%"
"08-02-2018","51.67","51.04","52.91","50.74","25.40M","1.47%"
"07-02-2018","50.92","52.37","52.70","50.25","23.57M","-0.82%"
"06-02-2018","51.34","50.62","51.91","48.32","35.62M","-2.91%"
"05-02-2018","52.88","52.55","53.94","52.31","23.26M","-0.84%"
"02-02-2018","53.33","55.02","55.02","52.76","38.92M","-3.30%"
"01-02-2018","55.15","56.47","56.50","54.57","16.20M","-1.92%"
"31-01-2018","56.23","56.78","58.04","55.57","25.23M","-0.97%"
"30-01-2018","56.78","56.17","57.74","55.69","23.20M","0.44%"
"29-01-2018","56.53","56.72","57.71","55.08","38.55M","-1.58%"
"25-01-2018","57.44","55.39","58.86","55.39","42.05M","1.27%"
"24-01-2018","56.72","59.19","59.80","56.02","60.72M","-5.48%"
"23-01-2018","60.01","60.25","61.49","59.68","16.22M","-0.15%"
"22-01-2018","60.10","61.73","61.73","59.86","12.46M","-2.74%"
"19-01-2018","61.79","61.06","62.42","59.92","17.35M","1.20%"
"18-01-2018","61.06","62.63","63.03","59.95","23.20M","-2.32%"
"17-01-2018","62.51","62.27","62.91","60.91","17.41M","0.68%"
"16-01-2018","62.09","63.45","64.51","61.76","26.58M","-1.73%"
"15-01-2018","63.18","65.69","65.69","62.73","25.40M","-3.67%"
"12-01-2018","65.59","64.75","66.47","61.52","44.02M","1.34%"
"11-01-2018","64.72","64.63","65.84","64.14","21.64M","-0.19%"
"10-01-2018","64.84","68.25","68.40","64.11","38.23M","-1.14%"
"09-01-2018","65.59","66.23","68.10","64.84","45.79M","-0.43%"
"08-01-2018","65.87","66.50","68.70","65.05","61.66M","-5.82%"
"05-01-2018","69.94","65.23","71.82","64.93","131.39M","10.75%"
"04-01-2018","63.15","62.48","63.78","61.49","20.69M","1.81%"
"03-01-2018","62.03","61.00","62.76","61.00","18.16M","1.99%"
"02-01-2018","60.82","64.21","64.21","60.01","28.98M","-3.74%"
"01-01-2018","63.18","64.87","65.32","62.85","17.33M","-3.28%"
"29-12-2017","65.32","62.21","65.78","61.76","38.38M","5.61%"
"28-12-2017","61.85","61.19","62.66","60.70","24.89M","1.13%"
"27-12-2017","61.16","61.31","63.36","60.46","18.89M","-0.63%"
"26-12-2017","61.55","60.58","61.91","60.19","12.76M","1.25%"
"22-12-2017","60.79","60.94","61.34","60.16","12.73M","-0.90%"
"21-12-2017","61.34","59.25","62.15","58.74","27.82M","3.79%"
"20-12-2017","59.10","59.22","60.34","58.62","15.40M","-0.76%"
"19-12-2017","59.55","57.44","59.89","56.90","16.73M","3.84%"
"18-12-2017","57.35","56.62","58.10","54.06","13.08M","1.11%"
"15-12-2017","56.72","57.35","57.38","56.50","7.73M","-0.05%"
"14-12-2017","56.75","56.50","57.11","55.08","10.71M","1.25%"
"13-12-2017","56.05","57.38","57.38","55.72","10.11M","-0.59%"
"12-12-2017","56.38","57.83","58.29","56.17","10.18M","-2.51%"
"11-12-2017","57.83","58.41","59.01","57.59","9.71M","-0.46%"
"08-12-2017","58.10","59.19","59.77","57.68","19.92M","-1.29%"
"07-12-2017","58.86","56.23","59.19","55.99","23.17M","4.68%"
"06-12-2017","56.23","56.14","57.17","56.08","10.89M","-0.53%"
"05-12-2017","56.53","56.29","56.75","55.57","9.07M","0.53%"
"04-12-2017","56.23","56.35","56.96","55.78","7.60M","-0.16%"
"01-12-2017","56.32","57.08","57.32","56.11","17.07M","-1.28%"
"30-11-2017","57.05","56.20","57.53","55.72","45.13M","1.13%"
"29-11-2017","56.41","57.80","57.89","56.20","15.88M","-1.95%"
"28-11-2017","57.53","58.04","58.53","57.14","15.55M","-0.88%"
"27-11-2017","58.04","56.84","58.53","56.26","26.61M","1.47%"
"24-11-2017","57.20","58.04","59.01","56.78","22.58M","-1.45%"
"23-11-2017","58.04","59.65","60.52","57.80","30.29M","-2.39%"
"22-11-2017","59.46","61.61","62.18","58.80","28.21M","-2.38%"
"21-11-2017","60.91","61.91","62.03","60.10","28.71M","-0.25%"
"20-11-2017","61.06","57.38","61.58","57.08","43.71M","6.19%"
"17-11-2017","57.50","58.01","59.25","56.87","20.01M","-0.83%"
"16-11-2017","57.98","56.35","58.35","55.90","15.75M","2.57%"
"15-11-2017","56.53","55.87","57.56","55.48","23.67M","1.18%"
"14-11-2017","55.87","56.17","56.59","54.99","26.47M","-0.90%"
"13-11-2017","56.38","59.68","59.74","55.08","36.08M","-3.77%"
"10-11-2017","58.59","59.19","59.46","57.53","23.14M","0.36%"
"09-11-2017","58.38","61.37","62.09","57.14","38.67M","-2.18%"
"08-11-2017","59.68","59.07","61.31","57.86","27.78M","1.55%"
"07-11-2017","58.77","61.28","62.09","58.04","32.43M","-3.23%"
"06-11-2017","60.73","64.17","64.21","60.40","24.98M","-5.18%"
"03-11-2017","64.05","64.63","66.92","63.33","53.70M","-0.62%"
"02-11-2017","64.45","60.40","64.93","60.16","76.15M","7.78%"
"01-11-2017","59.80","56.96","60.52","56.56","63.77M","6.63%"
"31-10-2017","56.08","57.56","57.68","55.75","14.27M","-2.01%"
"30-10-2017","57.23","56.59","57.68","56.17","16.59M","1.89%"
"27-10-2017","56.17","58.50","58.74","55.87","20.14M","-3.83%"
"26-10-2017","58.41","59.28","60.28","58.10","25.63M","-2.37%"
"25-10-2017","59.83","60.04","60.64","57.11","32.89M","0.57%"
"24-10-2017","59.49","59.86","60.91","58.35","49.68M","0.35%"
"23-10-2017","59.28","55.33","59.95","55.33","99.42M","7.55%"
"19-10-2017","55.12","53.76","55.51","53.76","13.04M","2.89%"
"18-10-2017","53.57","54.36","55.39","52.43","41.45M","-1.45%"
"17-10-2017","54.36","50.68","54.96","49.86","70.49M","8.31%"
"16-10-2017","50.19","47.72","50.46","47.72","49.01M","5.31%"
"13-10-2017","47.66","45.69","48.68","45.48","46.16M","5.84%"
"12-10-2017","45.03","44.45","45.21","44.09","8.45M","1.85%"
"11-10-2017","44.21","44.76","45.90","43.79","16.63M","0.34%"
"10-10-2017","44.06","45.12","45.24","43.16","11.18M","-1.70%"
"09-10-2017","44.82","44.82","45.72","44.64","6.85M","0.47%"
"06-10-2017","44.61","44.73","44.88","44.27","6.92M","0.13%"
"05-10-2017","44.55","44.82","45.09","44.36","11.27M","-0.60%"
"04-10-2017","44.82","46.02","46.02","44.27","10.15M","-2.23%"
"03-10-2017","45.84","47.53","47.53","45.57","7.81M","-2.01%"
"29-09-2017","46.78","45.78","47.11","45.48","10.79M","2.39%"
"28-09-2017","45.69","45.75","46.21","45.27","10.81M","0.33%"
"27-09-2017","45.54","45.60","46.21","45.15","11.94M","-0.85%"
"26-09-2017","45.93","45.96","46.54","45.66","6.53M","0.00%"
"25-09-2017","45.93","47.69","47.69","45.33","14.61M","-2.75%"
"22-09-2017","47.23","47.72","48.17","47.11","11.52M","-2.56%"
"21-09-2017","48.47","48.32","49.08","47.41","15.34M","0.12%"
"20-09-2017","48.41","46.51","49.17","46.51","43.08M","-3.66%"
"19-09-2017","50.25","49.80","50.52","49.56","16.39M","0.78%"
"18-09-2017","49.86","48.92","50.22","48.74","17.14M","3.64%"
"15-09-2017","48.11","48.65","49.80","47.87","27.49M","-2.51%"
"14-09-2017","49.35","50.07","50.37","49.04","14.00M","-1.08%"
"13-09-2017","49.89","47.93","51.01","47.47","52.37M","4.97%"
"12-09-2017","47.53","47.53","48.14","46.51","25.63M","0.06%"
"11-09-2017","47.50","48.44","48.65","47.32","11.01M","-1.21%"
"08-09-2017","48.08","49.44","49.53","47.90","14.56M","-1.35%"
"07-09-2017","48.74","49.65","49.89","48.47","13.02M","-1.36%"
"06-09-2017","49.41","51.04","51.04","49.29","20.66M","-3.36%"
"05-09-2017","51.13","52.55","52.91","50.92","14.49M","-2.59%"
"04-09-2017","52.49","53.45","53.91","51.85","15.75M","-2.02%"
"01-09-2017","53.57","54.96","55.15","53.45","9.77M","-2.16%"
"31-08-2017","54.75","53.15","55.24","52.67","21.49M","3.01%"
"30-08-2017","53.15","53.15","53.70","52.85","5.17M","0.62%"
"29-08-2017","52.82","54.36","54.36","52.37","12.05M","-2.67%"
"28-08-2017","54.27","54.15","55.08","54.09","8.67M","-0.17%"
"24-08-2017","54.36","54.12","54.78","53.91","5.17M","-0.55%"
"23-08-2017","54.66","53.64","55.02","52.85","12.10M","2.90%"
"22-08-2017","53.12","54.30","54.51","52.73","11.89M","-1.47%"
"21-08-2017","53.91","54.36","55.18","53.54","6.82M","-1.16%"
"18-08-2017","54.54","53.67","55.63","53.18","14.88M","1.06%"
"17-08-2017","53.97","53.09","54.48","52.55","14.70M","2.76%"
"16-08-2017","52.52","51.79","52.79","51.73","9.04M","0.75%"
"14-08-2017","52.13","52.16","53.06","51.22","12.60M","0.13%"
"11-08-2017","52.06","52.55","53.70","51.61","11.75M","-2.00%"
"10-08-2017","53.12","54.84","56.17","52.28","17.31M","-3.40%"
"09-08-2017","54.99","55.36","55.99","54.72","8.51M","-0.67%"
"08-08-2017","55.36","57.26","57.38","55.08","22.20M","-1.49%"
"07-08-2017","56.20","56.05","56.93","56.02","8.11M","0.38%"
"04-08-2017","55.99","56.17","56.50","54.63","15.35M","-0.59%"
"03-08-2017","56.32","56.41","57.08","55.48","17.06M","0.97%"
"02-08-2017","55.78","56.14","56.69","55.36","13.72M","-0.21%"
"01-08-2017","55.90","56.72","56.72","55.27","17.02M","0.11%"
"31-07-2017","55.84","57.32","57.71","55.63","21.46M","-3.24%"
"28-07-2017","57.71","52.88","58.41","52.88","59.21M","3.02%"
"27-07-2017","56.02","57.05","59.01","55.02","58.64M","-1.91%"
"26-07-2017","57.11","59.19","59.31","56.47","27.52M","-3.22%"
"25-07-2017","59.01","57.08","60.22","56.78","89.12M","6.42%"
"24-07-2017","55.45","54.66","56.08","53.97","25.26M","-0.16%"
"21-07-2017","55.54","57.65","57.65","53.21","69.33M","-3.26%"
"20-07-2017","57.41","57.89","58.29","56.81","23.12M","-0.10%"
"19-07-2017","57.47","53.15","58.17","53.00","64.61M","9.11%"
"18-07-2017","52.67","53.36","55.27","52.34","16.64M","-1.92%"
"17-07-2017","53.70","53.76","54.09","53.15","10.89M","-0.06%"
"14-07-2017","53.73","52.85","54.75","52.61","18.13M","1.32%"
"13-07-2017","53.03","52.09","53.33","52.09","25.45M","2.75%"
"12-07-2017","51.61","51.52","51.94","50.95","15.51M","1.36%"
"11-07-2017","50.92","52.37","54.00","50.68","34.89M","-3.32%"
"10-07-2017","52.67","51.34","55.36","50.62","10.36M","4.63%"
"07-07-2017","50.34","49.77","50.55","49.44","8.87M","1.02%"
"06-07-2017","49.83","50.59","50.74","49.68","7.66M","-1.25%"
"05-07-2017","50.46","50.74","50.86","50.19","8.64M","-0.49%"
"04-07-2017","50.71","51.91","52.00","50.49","6.31M","-2.54%"
"03-07-2017","52.03","51.49","52.91","50.83","16.73M","1.05%"
"30-06-2017","51.49","50.65","51.76","49.89","16.36M","1.06%"
